spieltag,home,away,result
1,Bayern,Hoffenheim,3:1
1,Freiburg,Frankfurt,0:2
1,Düsseldorf,Augsburg,1:2
1,Hertha BSC,Nürnberg,1:0
1,Wolfsburg,Schalke,2:1
1,Bremen,Hannover,1:1
1,M'gladbach,Leverkusen,2:0
1,Mainz,Stuttgart,1:0
1,Dortmund,RB Leipzig,4:1
2,(9.) Hannover,Dortmund (1.),0:0
2,(15.) Hoffenheim,Freiburg (17.),3:1
2,(16.) Leverkusen,Wolfsburg (6.),1:3
2,(3.) Frankfurt,Bremen (10.),1:2
2,(5.) Augsburg,M'gladbach (4.),1:1
2,(13.) Nürnberg,Mainz (8.),1:1
2,(14.) Stuttgart,Bayern (2.),0:3
2,(18.) RB Leipzig,Düsseldorf (11.),1:1
2,(12.) Schalke,Hertha BSC (7.),0:2
3,(4.) Dortmund,Frankfurt (9.),3:1
3,(1.) Bayern,Leverkusen (16.),3:1
3,(14.) RB Leipzig,Hannover (11.),3:2
3,(8.) Mainz,Augsburg (7.),2:1
3,(2.) Wolfsburg,Hertha BSC (3.),2:2
3,(12.) Düsseldorf,Hoffenheim (10.),2:1
3,(5.) M'gladbach,Schalke (15.),2:1
3,(6.) Bremen,Nürnberg (13.),1:1
3,(17.) Freiburg,Stuttgart (18.),3:3
4,(16.) Stuttgart,Düsseldorf (9.),0:0
4,(11.) Hoffenheim,Dortmund (2.),1:1
4,(4.) Hertha BSC,M'gladbach (5.),4:2
4,(8.) Augsburg,Bremen (7.),2:3
4,(3.) Wolfsburg,Freiburg (15.),1:3
4,(14.) Nürnberg,Hannover (13.),2:0
4,(17.) Schalke,Bayern (1.),0:2
4,(18.) Leverkusen,Mainz (6.),1:0
4,(12.) Frankfurt,RB Leipzig (10.),1:1
5,(4.) Bremen,Hertha BSC (2.),3:1
5,(1.) Bayern,Augsburg (11.),1:1
5,(16.) Hannover,Hoffenheim (12.),1:3
5,(14.) Freiburg,Schalke (18.),1:0
5,(9.) Düsseldorf,Leverkusen (15.),1:2
5,(3.) Dortmund,Nürnberg (8.),7:0
5,(10.) RB Leipzig,Stuttgart (17.),2:0
5,(6.) M'gladbach,Frankfurt (13.),3:1
5,(7.) Mainz,Wolfsburg (5.),0:0
6,(4.) Hertha BSC,Bayern (1.),2:0
6,(18.) Schalke,Mainz (7.),1:0
6,(9.) Hoffenheim,RB Leipzig (8.),1:2
6,(17.) Stuttgart,Bremen (3.),2:1
6,(6.) Wolfsburg,M'gladbach (5.),2:2
6,(14.) Nürnberg,Düsseldorf (13.),3:0
6,(11.) Leverkusen,Dortmund (2.),2:4
6,(15.) Frankfurt,Hannover (16.),4:1
6,(12.) Augsburg,Freiburg (10.),4:1
7,(5.) Bremen,Wolfsburg (7.),2:0
7,(1.) Dortmund,Augsburg (8.),4:3
7,(18.) Hannover,Stuttgart (16.),3:1
7,(9.) Mainz,Hertha BSC (3.),0:0
7,(15.) Düsseldorf,Schalke (17.),0:2
7,(2.) Bayern,M'gladbach (4.),0:3
7,(13.) Freiburg,Leverkusen (14.),0:0
7,(12.) Hoffenheim,Frankfurt (11.),1:2
7,(6.) RB Leipzig,Nürnberg (10.),6:0
8,(7.) Frankfurt,Düsseldorf (17.),7:1
