spieltag,home,away,result
1,Dortmund,Rostock,1:0
1,K'lautern,VfL Bochum,0:1
1,Leverkusen,Wolfsburg,2:0
1,Freiburg,Stuttgart,4:0
1,Bremen,Cottbus,3:1
1,Hamburg,TSV 1860,2:2
1,Bayern,Hertha BSC,4:1
1,Frankfurt,Unterhaching,3:0
1,Schalke,Köln,2:1
2,(14.) Cottbus,Dortmund (8.),1:4
2,(10.) TSV 1860,Bremen (4.),2:1
2,(17.) Unterhaching,Freiburg (1.),1:1
2,(15.) Wolfsburg,K'lautern (12.),4:0
2,(7.) VfL Bochum,Bayern (2.),0:3
2,(16.) Hertha BSC,Hamburg (9.),4:0
2,(18.) Stuttgart,Leverkusen (5.),4:1
2,(13.) Rostock,Schalke (6.),0:4
2,(11.) Köln,Frankfurt (3.),4:1
3,(12.) Leverkusen,Unterhaching (14.),1:0
3,(4.) Freiburg,Köln (6.),0:0
3,(17.) K'lautern,Stuttgart (11.),1:0
3,(2.) Schalke,Cottbus (16.),3:0
3,(15.) Hamburg,Bremen (9.),2:1
3,(1.) Bayern,Wolfsburg (7.),3:1
3,(10.) Frankfurt,Rostock (18.),4:0
3,(3.) Dortmund,TSV 1860 (5.),2:3
3,(8.) Hertha BSC,VfL Bochum (13.),4:0
4,(16.) Unterhaching,K'lautern (14.),0:0
4,(3.) TSV 1860,Schalke (2.),1:1
4,(9.) Köln,Leverkusen (7.),1:1
4,(13.) Stuttgart,Bayern (1.),2:1
4,(11.) Wolfsburg,Hertha BSC (4.),2:1
4,(15.) VfL Bochum,Hamburg (10.),0:4
4,(12.) Bremen,Dortmund (6.),1:2
4,(18.) Rostock,Freiburg (8.),0:0
4,(17.) Cottbus,Frankfurt (5.),2:0
5,(13.) K'lautern,Köln (12.),3:1
5,(6.) Leverkusen,Rostock (18.),1:2
5,(8.) Freiburg,Cottbus (15.),4:1
5,(9.) Frankfurt,TSV 1860 (4.),1:0
5,(16.) VfL Bochum,Wolfsburg (10.),2:1
5,(5.) Hamburg,Dortmund (3.),2:3
5,(2.) Bayern,Unterhaching (17.),3:1
5,(1.) Schalke,Bremen (14.),1:1
5,(7.) Hertha BSC,Stuttgart (11.),2:0
6,(7.) TSV 1860,Freiburg (4.),3:1
6,(14.) Köln,Bayern (1.),1:2
6,(12.) Stuttgart,VfL Bochum (13.),1:1
6,(11.) Wolfsburg,Hamburg (8.),4:4
6,(2.) Dortmund,Schalke (3.),0:4
6,(15.) Bremen,Frankfurt (6.),1:1
6,(17.) Cottbus,Leverkusen (9.),1:2
6,(16.) Rostock,K'lautern (10.),1:0
6,(18.) Unterhaching,Hertha BSC (5.),5:2
7,(5.) Frankfurt,Dortmund (3.),1:1
7,(1.) Bayern,Rostock (13.),0:1
7,(12.) K'lautern,Cottbus (18.),1:1
7,(14.) VfL Bochum,Unterhaching (17.),3:0
7,(8.) Hertha BSC,Köln (15.),4:2
7,(9.) Hamburg,Schalke (2.),2:0
7,(6.) Leverkusen,TSV 1860 (4.),0:0
7,(7.) Freiburg,Bremen (16.),0:1
7,(10.) Wolfsburg,Stuttgart (11.),2:2
8,(3.) Dortmund,Freiburg (11.),1:0
8,(5.) TSV 1860,K'lautern (15.),0:4
8,(16.) Köln,VfL Bochum (9.),2:0
8,(2.) Schalke,Frankfurt (6.),4:0
8,(13.) Bremen,Leverkusen (8.),3:3
8,(18.) Cottbus,Bayern (1.),1:0
8,(14.) Stuttgart,Hamburg (7.),3:3
8,(10.) Rostock,Hertha BSC (4.),0:2
8,(17.) Unterhaching,Wolfsburg (12.),0:3
9,(9.) K'lautern,Bremen (14.),2:0
9,(3.) Bayern,TSV 1860 (7.),3:1
9,(15.) Stuttgart,Unterhaching (18.),2:2
9,(8.) Wolfsburg,Köln (16.),6:0
9,(4.) Hertha BSC,Cottbus (17.),3:1
9,(5.) Hamburg,Frankfurt (10.),2:0
9,(6.) Leverkusen,Dortmund (2.),2:0
9,(13.) Freiburg,Schalke (1.),3:1
9,(11.) VfL Bochum,Rostock (12.),1:2
10,(17.) Cottbus,VfL Bochum (14.),2:0
10,(9.) Rostock,Wolfsburg (7.),1:1
10,(18.) Unterhaching,Hamburg (5.),2:1
10,(12.) Frankfurt,Freiburg (10.),3:0
10,(4.) Dortmund,K'lautern (8.),1:2
10,(15.) Bremen,Bayern (1.),1:1
10,(3.) Schalke,Leverkusen (6.),0:0
10,(11.) TSV 1860,Hertha BSC (2.),0:1
10,(16.) Köln,Stuttgart (13.),3:2
11,(5.) Leverkusen,Frankfurt (9.),1:0
11,(4.) K'lautern,Schalke (3.),3:2
11,(15.) Stuttgart,Rostock (10.),1:0
11,(1.) Hertha BSC,Bremen (14.),4:1
11,(8.) Hamburg,Freiburg (11.),5:0
11,(17.) VfL Bochum,TSV 1860 (12.),1:1
11,(2.) Bayern,Dortmund (6.),6:2
11,(18.) Unterhaching,Köln (13.),0:0
11,(7.) Wolfsburg,Cottbus (16.),1:1
12,(8.) Dortmund,Hertha BSC (1.),2:0
12,(12.) TSV 1860,Wolfsburg (7.),2:2
12,(10.) Rostock,Unterhaching (18.),2:2
12,(9.) Frankfurt,K'lautern (3.),3:1
12,(5.) Schalke,Bayern (2.),3:2
12,(13.) Freiburg,Leverkusen (4.),0:1
12,(17.) Bremen,VfL Bochum (16.),2:0
12,(14.) Köln,Hamburg (6.),4:2
12,(15.) Cottbus,Stuttgart (11.),2:1
13,(15.) Stuttgart,TSV 1860 (12.),2:2
13,(2.) Bayern,Frankfurt (9.),1:2
13,(5.) K'lautern,Freiburg (16.),0:2
13,(10.) Köln,Rostock (11.),5:2
13,(8.) Wolfsburg,Bremen (14.),1:1
13,(1.) Hertha BSC,Schalke (4.),0:4
13,(7.) Hamburg,Leverkusen (3.),1:3
13,(17.) Unterhaching,Cottbus (13.),2:1
13,(18.) VfL Bochum,Dortmund (6.),1:1
14,(2.) Schalke,VfL Bochum (18.),2:1
14,(11.) Freiburg,Bayern (4.),1:1
14,(7.) Dortmund,Wolfsburg (8.),2:1
14,(17.) Cottbus,Köln (10.),0:2
14,(5.) Frankfurt,Hertha BSC (3.),0:4
14,(13.) Rostock,Hamburg (9.),1:0
14,(12.) TSV 1860,Unterhaching (16.),0:2
14,(14.) Bremen,Stuttgart (15.),1:0
14,(1.) Leverkusen,K'lautern (6.),4:2
15,(6.) Köln,TSV 1860 (15.),4:0
15,(16.) Stuttgart,Dortmund (5.),0:2
15,(9.) Wolfsburg,Schalke (2.),2:0
15,(18.) VfL Bochum,Frankfurt (8.),2:1
15,(3.) Hertha BSC,Freiburg (14.),2:2
15,(4.) Bayern,Leverkusen (1.),2:0
15,(7.) K'lautern,Hamburg (10.),2:1
15,(17.) Cottbus,Rostock (11.),1:0
15,(13.) Unterhaching,Bremen (12.),0:0
16,(9.) Frankfurt,Wolfsburg (8.),1:2
16,(16.) TSV 1860,Rostock (13.),2:1
16,(14.) Freiburg,VfL Bochum (17.),5:0
16,(3.) Schalke,Stuttgart (18.),2:1
16,(5.) Dortmund,Unterhaching (12.),3:0
16,(7.) K'lautern,Bayern (4.),0:0
16,(2.) Leverkusen,Hertha BSC (1.),4:0
16,(11.) Bremen,Köln (6.),2:1
