spieltag,home,away,result
1,M'gladbach,Leverkusen,2:3
1,RB Leipzig,VfL Bochum,1:0
1,Hoffenheim,Holstein Kiel,3:2
1,Freiburg,Stuttgart,3:1
1,Augsburg,Bremen,2:2
1,Mainz,Union Berlin,1:1
1,Dortmund,Frankfurt,2:0
1,Wolfsburg,Bayern,2:3
1,St. Pauli,Heidenheim,0:2
2,(10.) Union Berlin,St. Pauli (17.),1:0
2,(16.) Stuttgart,Mainz (11.),3:3
2,(18.) Frankfurt,Hoffenheim (5.),3:1
2,(9.) Bremen,Dortmund (2.),0:0
2,(15.) VfL Bochum,M'gladbach (12.),0:2
2,(14.) Holstein Kiel,Wolfsburg (13.),0:2
2,(4.) Leverkusen,RB Leipzig (7.),2:3
2,(3.) Heidenheim,Augsburg (8.),4:0
2,(6.) Bayern,Freiburg (1.),2:0
3,(4.) Dortmund,Heidenheim (1.),4:2
3,(3.) RB Leipzig,Union Berlin (5.),0:0
3,(11.) Hoffenheim,Leverkusen (8.),1:4
3,(10.) Freiburg,VfL Bochum (18.),2:1
3,(7.) Wolfsburg,Frankfurt (9.),1:2
3,(6.) M'gladbach,Stuttgart (14.),1:3
3,(16.) Holstein Kiel,Bayern (2.),1:6
3,(15.) Augsburg,St. Pauli (17.),3:1
3,(12.) Mainz,Bremen (13.),1:2
4,(11.) Augsburg,Mainz (15.),2:3
4,(4.) Heidenheim,Freiburg (7.),0:3
4,(8.) Bremen,Bayern (1.),0:5
4,(9.) Union Berlin,Hoffenheim (14.),2:1
4,(16.) VfL Bochum,Holstein Kiel (18.),2:2
4,(6.) Frankfurt,M'gladbach (13.),2:0
4,(5.) Leverkusen,Wolfsburg (12.),4:3
4,(10.) Stuttgart,Dortmund (2.),5:1
4,(17.) St. Pauli,RB Leipzig (3.),0:0
5,(8.) Dortmund,VfL Bochum (16.),4:2
5,(6.) RB Leipzig,Augsburg (12.),4:0
5,(3.) Freiburg,St. Pauli (17.),0:3
5,(13.) Wolfsburg,Stuttgart (7.),2:2
5,(10.) Mainz,Heidenheim (9.),0:2
5,(14.) M'gladbach,Union Berlin (5.),1:0
5,(1.) Bayern,Leverkusen (2.),1:1
5,(18.) Holstein Kiel,Frankfurt (4.),2:4
5,(15.) Hoffenheim,Bremen (11.),3:4
6,(15.) Augsburg,M'gladbach (11.),2:1
6,(4.) Leverkusen,Holstein Kiel (18.),2:2
6,(10.) Bremen,Freiburg (7.),0:1
6,(9.) Union Berlin,Dortmund (5.),2:1
6,(17.) VfL Bochum,Wolfsburg (13.),1:3
6,(14.) St. Pauli,Mainz (12.),0:3
6,(6.) Heidenheim,RB Leipzig (3.),0:1
6,(2.) Frankfurt,Bayern (1.),3:3
6,(8.) Stuttgart,Hoffenheim (16.),1:1
7,(7.) Dortmund,St. Pauli (15.),2:1
7,(5.) Leverkusen,Frankfurt (3.),2:1
7,(16.) Hoffenheim,VfL Bochum (18.),3:1
7,(4.) Freiburg,Augsburg (13.),3:1
7,(10.) Mainz,RB Leipzig (2.),0:2
