spieltag,home,away,result
1,Hertha BSC,Dortmund,3:1
1,VfL Bochum,M'gladbach,0:0
1,Duisburg,Hamburg,5:2
1,Düsseldorf,Köln,5:1
1,Frankfurt,Saarbrücken,4:0
1,K'lautern,Braunschweig,2:1
1,TSV 1860,Schalke,0:0
1,St. Pauli,Bremen,3:1
1,Stuttgart,Bayern,3:3
2,(15.) Bremen,Düsseldorf (1.),2:1
2,(11.) Schalke,Frankfurt (2.),3:2
2,(13.) Braunschweig,Stuttgart (7.),3:1
2,(16.) Hamburg,TSV 1860 (10.),3:0
2,(17.) Köln,VfL Bochum (12.),2:1
2,(9.) M'gladbach,Hertha BSC (4.),2:1
2,(8.) Bayern,St. Pauli (5.),4:2
2,(18.) Saarbrücken,K'lautern (6.),3:3
2,(14.) Dortmund,Duisburg (3.),2:1
3,(2.) K'lautern,Schalke (3.),0:0
3,(15.) VfL Bochum,Hertha BSC (8.),5:0
3,(7.) Duisburg,M'gladbach (4.),1:1
3,(5.) Düsseldorf,Bayern (1.),4:2
3,(6.) Frankfurt,Hamburg (10.),0:2
3,(14.) Köln,Bremen (12.),7:2
3,(17.) TSV 1860,Dortmund (13.),0:2
3,(11.) St. Pauli,Braunschweig (9.),0:1
3,(16.) Stuttgart,Saarbrücken (18.),1:0
4,(16.) Bremen,VfL Bochum (9.),1:0
4,(15.) Hertha BSC,Duisburg (10.),2:2
4,(4.) Braunschweig,Düsseldorf (1.),2:0
4,(5.) Dortmund,Frankfurt (13.),0:2
4,(3.) Hamburg,K'lautern (6.),3:1
4,(8.) M'gladbach,TSV 1860 (18.),2:1
4,(11.) Bayern,Köln (2.),0:3
4,(17.) Saarbrücken,St. Pauli (14.),4:0
4,(7.) Schalke,Stuttgart (12.),3:1
5,(9.) K'lautern,Dortmund (10.),4:0
5,(12.) VfL Bochum,Duisburg (8.),1:2
5,(11.) Bremen,Bayern (14.),1:1
5,(7.) Frankfurt,M'gladbach (5.),4:2
5,(1.) Köln,Braunschweig (3.),6:0
5,(18.) TSV 1860,Hertha BSC (16.),2:3
5,(17.) St. Pauli,Schalke (4.),1:1
5,(15.) Stuttgart,Hamburg (2.),1:2
5,(6.) Düsseldorf,Saarbrücken (13.),2:1
6,(10.) Hertha BSC,Frankfurt (4.),2:0
6,(9.) Braunschweig,Bremen (11.),2:0
6,(13.) Dortmund,Stuttgart (16.),4:1
6,(6.) Duisburg,TSV 1860 (18.),1:1
