spieltag,home,away,result
1,Bayern,M'gladbach,3:0
1,Köln,Mainz,1:0
1,Duisburg,Stuttgart,1:1
1,Hamburg,Nürnberg,3:0
1,Wolfsburg,Dortmund,2:2
1,Bremen,Bielefeld,5:2
1,Hannover,Hertha BSC,2:2
1,Schalke,K'lautern,2:1
1,Frankfurt,Leverkusen,1:4
2,(2.) Leverkusen,Bayern (3.),2:5
2,(17.) M'gladbach,Wolfsburg (7.),1:1
2,(10.) Dortmund,Schalke (5.),1:2
2,(8.) Hertha BSC,Frankfurt (16.),2:0
2,(13.) K'lautern,Duisburg (11.),5:3
2,(18.) Nürnberg,Hannover (9.),1:1
2,(15.) Bielefeld,Hamburg (4.),0:2
2,(12.) Stuttgart,Köln (6.),2:3
2,(14.) Mainz,Bremen (1.),0:2
3,(5.) Köln,K'lautern (7.),2:3
3,(4.) Schalke,M'gladbach (14.),1:1
3,(3.) Hamburg,Hannover (10.),1:1
3,(9.) Wolfsburg,Leverkusen (8.),2:1
3,(2.) Bremen,Stuttgart (12.),1:1
3,(1.) Bayern,Hertha BSC (6.),3:0
3,(18.) Frankfurt,Nürnberg (15.),1:0
3,(13.) Duisburg,Dortmund (11.),1:1
3,(17.) Bielefeld,Mainz (16.),2:0
4,(10.) Leverkusen,Schalke (4.),1:1
4,(16.) M'gladbach,Duisburg (15.),2:1
4,(5.) K'lautern,Bremen (2.),1:5
4,(17.) Nürnberg,Bayern (1.),1:2
4,(14.) Stuttgart,Bielefeld (11.),1:1
4,(18.) Mainz,Hamburg (3.),1:3
4,(9.) Hannover,Frankfurt (12.),2:0
4,(13.) Dortmund,Köln (6.),2:1
4,(8.) Hertha BSC,Wolfsburg (7.),3:0
5,(7.) Köln,M'gladbach (11.),2:1
5,(3.) Hamburg,Frankfurt (15.),1:1
5,(10.) Wolfsburg,Nürnberg (17.),1:1
5,(2.) Bremen,Dortmund (9.),3:2
5,(1.) Bayern,Hannover (6.),1:0
5,(18.) Mainz,Stuttgart (14.),1:2
5,(13.) Bielefeld,K'lautern (8.),0:0
5,(16.) Duisburg,Leverkusen (12.),1:3
5,(4.) Schalke,Hertha BSC (5.),0:0
6,(13.) M'gladbach,Bremen (2.),2:1
6,(12.) Dortmund,Bielefeld (14.),2:0
6,(15.) Frankfurt,Bayern (1.),0:1
6,(9.) Hannover,Wolfsburg (11.),2:4
6,(7.) Leverkusen,Köln (5.),2:1
6,(6.) Hertha BSC,Duisburg (16.),3:2
6,(8.) K'lautern,Mainz (18.),0:2
6,(17.) Nürnberg,Schalke (4.),1:1
6,(10.) Stuttgart,Hamburg (3.),1:2
7,(18.) Duisburg,Nürnberg (16.),1:0
7,(6.) Schalke,Hannover (12.),2:0
7,(2.) Hamburg,Bayern (1.),2:0
7,(8.) Wolfsburg,Frankfurt (15.),1:0
7,(3.) Bremen,Leverkusen (5.),2:1
7,(17.) Mainz,Dortmund (9.),1:1
7,(14.) Bielefeld,M'gladbach (10.),0:2
7,(7.) Köln,Hertha BSC (4.),0:1
7,(13.) Stuttgart,K'lautern (11.),1:0
8,(8.) Leverkusen,Bielefeld (15.),1:1
8,(7.) M'gladbach,Mainz (16.),1:0
8,(4.) Hertha BSC,Bremen (3.),1:2
8,(18.) Nürnberg,Köln (11.),2:1
8,(1.) Bayern,Wolfsburg (6.),2:0
8,(17.) Frankfurt,Schalke (5.),0:1
8,(13.) Hannover,Duisburg (14.),1:1
8,(9.) Dortmund,Stuttgart (10.),0:0
8,(12.) K'lautern,Hamburg (2.),0:3
9,(4.) Schalke,Bayern (1.),1:1
9,(2.) Hamburg,Wolfsburg (7.),0:1
9,(13.) K'lautern,Dortmund (9.),3:3
9,(3.) Bremen,Nürnberg (15.),6:2
9,(10.) Stuttgart,M'gladbach (6.),1:1
9,(17.) Mainz,Leverkusen (8.),3:1
9,(16.) Bielefeld,Hertha BSC (5.),3:0
9,(11.) Köln,Hannover (12.),1:4
9,(14.) Duisburg,Frankfurt (18.),0:1
10,(5.) M'gladbach,K'lautern (14.),4:1
10,(7.) Hertha BSC,Mainz (15.),3:1
10,(6.) Wolfsburg,Schalke (4.),0:0
10,(18.) Nürnberg,Bielefeld (12.),2:3
10,(2.) Bayern,Duisburg (17.),4:0
10,(16.) Frankfurt,Köln (13.),6:3
10,(11.) Hannover,Bremen (1.),0:0
10,(10.) Leverkusen,Stuttgart (9.),1:1
10,(8.) Dortmund,Hamburg (3.),1:1
11,(14.) Köln,Bayern (1.),1:2
11,(17.) Duisburg,Wolfsburg (7.),1:0
11,(8.) Dortmund,M'gladbach (5.),2:1
11,(3.) Hamburg,Schalke (4.),1:0
11,(15.) K'lautern,Leverkusen (10.),2:2
11,(2.) Bremen,Frankfurt (13.),4:1
11,(9.) Stuttgart,Hertha BSC (6.),3:3
11,(16.) Mainz,Nürnberg (18.),4:1
11,(11.) Bielefeld,Hannover (12.),4:1
12,(11.) Leverkusen,Dortmund (8.),2:1
12,(4.) Schalke,Duisburg (16.),3:0
12,(6.) Hertha BSC,K'lautern (17.),3:0
12,(7.) Wolfsburg,Köln (15.),1:1
12,(1.) Bayern,Bremen (2.),3:1
12,(14.) Frankfurt,Bielefeld (9.),3:0
12,(12.) Hannover,Mainz (13.),2:2
12,(5.) M'gladbach,Hamburg (3.),0:0
12,(18.) Nürnberg,Stuttgart (10.),0:1
13,(15.) Köln,Schalke (4.),2:2
13,(6.) M'gladbach,Leverkusen (9.),1:1
13,(10.) Dortmund,Hertha BSC (5.),2:0
13,(17.) K'lautern,Nürnberg (18.),1:3
