spieltag,home,away,result
1,Schalke,Bremen,0:1
1,Düsseldorf,Mannheim,4:1
1,Hamburg,K'lautern,4:1
1,Hannover,Leverkusen,1:1
1,Köln,Frankfurt,1:1
1,Nürnberg,VfL Bochum,0:1
1,Saarbrücken,Dortmund,1:1
1,Stuttgart,M'gladbach,0:0
1,Uerdingen,Bayern,1:0
2,(3.) Bremen,Hannover (9.),8:2
2,(11.) Dortmund,Hamburg (2.),1:1
2,(18.) Mannheim,Uerdingen (4.),2:0
2,(5.) VfL Bochum,Düsseldorf (1.),5:3
2,(10.) Frankfurt,Nürnberg (15.),1:1
2,(17.) K'lautern,Köln (8.),1:0
2,(6.) Leverkusen,Saarbrücken (7.),2:0
2,(12.) M'gladbach,Schalke (16.),4:0
2,(14.) Bayern,Stuttgart (13.),4:1
3,(7.) Düsseldorf,Frankfurt (8.),0:1
3,(10.) Mannheim,VfL Bochum (2.),4:1
3,(17.) Hannover,M'gladbach (3.),2:3
3,(13.) Köln,Dortmund (9.),2:0
3,(14.) Nürnberg,K'lautern (12.),3:1
3,(15.) Saarbrücken,Bremen (1.),1:1
3,(18.) Schalke,Bayern (6.),0:1
3,(11.) Uerdingen,Stuttgart (16.),1:4
3,(4.) Hamburg,Leverkusen (5.),1:3
4,(7.) VfL Bochum,Uerdingen (16.),1:2
4,(1.) Bremen,Hamburg (8.),2:0
4,(13.) Dortmund,Nürnberg (9.),1:4
4,(6.) Frankfurt,Mannheim (5.),0:0
4,(15.) K'lautern,Düsseldorf (12.),2:0
4,(3.) Leverkusen,Köln (10.),1:1
4,(2.) M'gladbach,Saarbrücken (14.),2:0
4,(11.) Stuttgart,Schalke (18.),0:1
4,(4.) Bayern,Hannover (17.),6:0
5,(15.) Saarbrücken,Bayern (3.),1:1
5,(9.) VfL Bochum,Frankfurt (7.),2:1
5,(6.) Mannheim,K'lautern (10.),1:1
5,(11.) Uerdingen,Schalke (17.),3:2
5,(14.) Düsseldorf,Dortmund (16.),4:2
5,(12.) Hamburg,M'gladbach (2.),4:1
5,(18.) Hannover,Stuttgart (13.),1:3
5,(8.) Köln,Bremen (1.),3:3
5,(5.) Nürnberg,Leverkusen (4.),3:2
6,(13.) K'lautern,VfL Bochum (7.),2:0
6,(1.) Bremen,Nürnberg (3.),2:1
6,(17.) Dortmund,Mannheim (6.),0:0
6,(12.) Frankfurt,Uerdingen (8.),1:1
6,(5.) Leverkusen,Düsseldorf (14.),3:1
6,(4.) M'gladbach,Köln (11.),1:1
6,(2.) Bayern,Hamburg (9.),2:0
6,(16.) Schalke,Hannover (18.),2:2
6,(10.) Stuttgart,Saarbrücken (15.),3:1
7,(16.) Saarbrücken,Schalke (15.),3:2
7,(14.) Düsseldorf,Bremen (1.),1:4
7,(11.) Frankfurt,K'lautern (8.),1:1
7,(12.) VfL Bochum,Dortmund (17.),6:1
7,(13.) Hamburg,Stuttgart (6.),2:0
7,(10.) Köln,Bayern (2.),1:1
7,(7.) Mannheim,Leverkusen (3.),1:0
7,(5.) Nürnberg,M'gladbach (4.),2:4
7,(9.) Uerdingen,Hannover (18.),3:3
8,(5.) Leverkusen,VfL Bochum (6.),4:2
8,(17.) Dortmund,Frankfurt (13.),4:2
8,(1.) Bremen,Mannheim (4.),2:2
8,(18.) Hannover,Saarbrücken (14.),2:0
8,(7.) K'lautern,Uerdingen (8.),5:1
8,(3.) M'gladbach,Düsseldorf (15.),5:1
8,(2.) Bayern,Nürnberg (9.),2:1
8,(16.) Schalke,Hamburg (10.),1:0
8,(11.) Stuttgart,Köln (12.),5:0
9,(9.) Uerdingen,Saarbrücken (15.),2:1
9,(8.) VfL Bochum,Bremen (1.),2:3
9,(18.) Düsseldorf,Bayern (2.),4:0
9,(12.) Frankfurt,Leverkusen (4.),1:0
9,(11.) Hamburg,Hannover (17.),3:0
9,(5.) K'lautern,Dortmund (16.),2:0
9,(13.) Köln,Schalke (14.),4:2
9,(6.) Mannheim,M'gladbach (3.),3:1
9,(10.) Nürnberg,Stuttgart (7.),0:1
10,(7.) Leverkusen,K'lautern (4.),3:2
10,(17.) Dortmund,Uerdingen (8.),5:2
10,(18.) Hannover,Köln (11.),3:1
10,(2.) M'gladbach,VfL Bochum (12.),2:0
10,(3.) Bayern,Mannheim (5.),3:1
10,(16.) Saarbrücken,Hamburg (9.),2:2
10,(15.) Schalke,Nürnberg (13.),2:0
10,(6.) Stuttgart,Düsseldorf (14.),5:0
10,(1.) Bremen,Frankfurt (10.),4:0
11,(7.) Mannheim,Stuttgart (4.),5:3
11,(18.) Düsseldorf,Schalke (14.),1:1
11,(12.) VfL Bochum,Bayern (3.),3:0
11,(11.) Frankfurt,M'gladbach (2.),1:1
11,(6.) K'lautern,Bremen (1.),3:0
