spieltag,home,away,result
1,M'gladbach,Bielefeld,0:0
1,St. Pauli,Bayern,1:2
1,VfL Bochum,Duisburg,1:0
1,Freiburg,Bremen,3:2
1,Leverkusen,Dortmund,4:2
1,TSV 1860,Hamburg,2:1
1,Rostock,Karlsruhe,2:2
1,Stuttgart,Schalke,4:0
1,Düsseldorf,Köln,0:3
2,(10.) Bielefeld,St. Pauli (14.),1:2
2,(12.) Bremen,Rostock (9.),1:1
2,(13.) Hamburg,Freiburg (4.),5:1
2,(18.) Schalke,M'gladbach (11.),0:0
2,(16.) Dortmund,Düsseldorf (17.),4:0
2,(15.) Duisburg,Leverkusen (3.),1:3
2,(5.) Bayern,VfL Bochum (7.),1:1
2,(2.) Köln,TSV 1860 (6.),1:0
2,(8.) Karlsruhe,Stuttgart (1.),0:2
3,(11.) Rostock,Hamburg (6.),0:1
3,(8.) St. Pauli,Schalke (16.),4:4
3,(5.) VfL Bochum,Bielefeld (14.),1:1
3,(10.) Freiburg,Köln (3.),1:3
3,(2.) Leverkusen,Düsseldorf (18.),0:1
3,(12.) M'gladbach,Karlsruhe (15.),1:3
3,(9.) TSV 1860,Dortmund (7.),1:3
3,(1.) Stuttgart,Bremen (13.),2:1
3,(17.) Duisburg,Bayern (4.),0:4
4,(17.) Bremen,M'gladbach (15.),1:0
4,(4.) Dortmund,Freiburg (11.),3:1
4,(5.) Hamburg,Stuttgart (1.),0:4
4,(16.) Schalke,VfL Bochum (7.),1:1
4,(12.) Düsseldorf,TSV 1860 (10.),0:0
4,(9.) Karlsruhe,St. Pauli (8.),4:0
4,(2.) Köln,Rostock (13.),0:2
4,(3.) Bayern,Leverkusen (6.),4:2
4,(14.) Bielefeld,Duisburg (18.),1:1
5,(16.) Freiburg,Düsseldorf (13.),1:2
5,(17.) M'gladbach,Hamburg (8.),3:0
5,(7.) VfL Bochum,Karlsruhe (5.),3:1
5,(18.) Duisburg,Schalke (15.),0:1
5,(6.) Leverkusen,TSV 1860 (11.),3:0
5,(2.) Bayern,Bielefeld (14.),1:0
5,(9.) Rostock,Dortmund (3.),0:1
5,(12.) St. Pauli,Bremen (10.),0:3
5,(1.) Stuttgart,Köln (4.),4:0
6,(8.) Bremen,VfL Bochum (5.),5:1
6,(9.) Düsseldorf,Rostock (12.),0:2
6,(16.) Bielefeld,Leverkusen (4.),0:1
6,(3.) Dortmund,Stuttgart (1.),1:1
6,(7.) Karlsruhe,Duisburg (18.),1:0
6,(6.) Köln,M'gladbach (13.),4:0
6,(14.) TSV 1860,Freiburg (17.),4:0
6,(11.) Schalke,Bayern (2.),1:1
6,(10.) Hamburg,St. Pauli (15.),3:0
7,(18.) Duisburg,Bremen (6.),3:2
7,(10.) Rostock,TSV 1860 (11.),2:4
7,(16.) Bielefeld,Schalke (12.),0:1
7,(9.) VfL Bochum,Hamburg (8.),3:1
7,(14.) M'gladbach,Dortmund (3.),5:1
7,(2.) Bayern,Karlsruhe (7.),1:0
7,(15.) St. Pauli,Köln (5.),0:0
7,(1.) Stuttgart,Düsseldorf (13.),0:2
7,(4.) Leverkusen,Freiburg (17.),5:3
8,(8.) Karlsruhe,Bielefeld (17.),5:2
8,(4.) Köln,VfL Bochum (6.),2:0
8,(7.) Bremen,Bayern (1.),3:0
8,(11.) Düsseldorf,M'gladbach (13.),1:0
8,(18.) Freiburg,Rostock (14.),1:0
8,(12.) Hamburg,Duisburg (16.),1:1
8,(9.) TSV 1860,Stuttgart (2.),2:5
8,(10.) Schalke,Leverkusen (3.),1:2
8,(5.) Dortmund,St. Pauli (15.),2:1
9,(9.) VfL Bochum,Dortmund (5.),1:0
9,(2.) Leverkusen,Rostock (14.),4:1
9,(1.) Stuttgart,Freiburg (15.),4:2
9,(18.) Bielefeld,Bremen (6.),3:1
9,(16.) Duisburg,Köln (4.),3:0
9,(13.) M'gladbach,TSV 1860 (10.),1:0
9,(3.) Bayern,Hamburg (11.),2:1
9,(12.) Schalke,Karlsruhe (7.),0:1
9,(17.) St. Pauli,Düsseldorf (8.),3:0
10,(18.) Freiburg,M'gladbach (10.),1:0
10,(12.) TSV 1860,St. Pauli (16.),4:2
10,(8.) Bremen,Schalke (13.),3:0
10,(5.) Dortmund,Duisburg (15.),2:0
10,(11.) Hamburg,Bielefeld (17.),2:2
10,(4.) Karlsruhe,Leverkusen (2.),1:1
10,(6.) Köln,Bayern (3.),2:4
10,(14.) Rostock,Stuttgart (1.),2:2
10,(9.) Düsseldorf,VfL Bochum (7.),2:2
11,(8.) VfL Bochum,TSV 1860 (10.),2:2
11,(3.) Leverkusen,Stuttgart (1.),0:0
11,(18.) Bielefeld,Köln (7.),1:4
11,(16.) Duisburg,Düsseldorf (9.),0:0
11,(5.) Karlsruhe,Bremen (6.),1:3
11,(11.) M'gladbach,Rostock (14.),2:0
11,(13.) Schalke,Hamburg (12.),2:0
11,(17.) St. Pauli,Freiburg (15.),2:0
11,(2.) Bayern,Dortmund (4.),0:0
12,(15.) Rostock,St. Pauli (14.),3:1
12,(5.) Bremen,Leverkusen (3.),1:1
12,(4.) Dortmund,Bielefeld (18.),5:0
12,(9.) Düsseldorf,Bayern (2.),0:2
12,(13.) Hamburg,Karlsruhe (7.),2:0
12,(6.) Köln,Schalke (12.),3:1
12,(11.) TSV 1860,Duisburg (16.),1:1
12,(1.) Stuttgart,M'gladbach (10.),5:0
12,(17.) Freiburg,VfL Bochum (8.),0:1
13,(2.) Bayern,TSV 1860 (9.),1:1
13,(7.) VfL Bochum,Rostock (14.),1:0
13,(18.) Bielefeld,Düsseldorf (10.),1:0
13,(6.) Bremen,Hamburg (11.),0:0
13,(16.) Duisburg,Freiburg (17.),1:4
13,(3.) Leverkusen,M'gladbach (12.),3:0
13,(13.) Schalke,Dortmund (4.),1:3
13,(15.) St. Pauli,Stuttgart (1.),2:1
13,(8.) Karlsruhe,Köln (5.),4:1
14,(6.) Köln,Bremen (7.),4:1
14,(12.) M'gladbach,St. Pauli (13.),0:0
14,(4.) Dortmund,Karlsruhe (8.),1:1
14,(11.) Düsseldorf,Schalke (14.),1:3
14,(16.) Freiburg,Bayern (1.),0:0
14,(10.) Hamburg,Leverkusen (3.),0:2
14,(9.) TSV 1860,Bielefeld (18.),1:3
14,(2.) Stuttgart,VfL Bochum (5.),3:1
14,(15.) Rostock,Duisburg (17.),0:1
15,(6.) VfL Bochum,M'gladbach (12.),2:0
15,(8.) Karlsruhe,Düsseldorf (14.),2:0
15,(16.) Bielefeld,Freiburg (17.),2:0
15,(7.) Bremen,Dortmund (4.),0:4
15,(5.) Köln,Hamburg (11.),2:2
15,(3.) Bayern,Rostock (18.),2:1
15,(10.) Schalke,TSV 1860 (9.),4:1
15,(13.) St. Pauli,Leverkusen (2.),3:1
15,(15.) Duisburg,Stuttgart (1.),3:1
16,(3.) Dortmund,Hamburg (11.),1:1
16,(16.) Düsseldorf,Bremen (8.),4:1
16,(17.) Freiburg,Schalke (9.),2:3
16,(4.) Leverkusen,Köln (5.),4:2
16,(15.) M'gladbach,Duisburg (13.),0:1
16,(12.) TSV 1860,Karlsruhe (7.),1:1
16,(18.) Rostock,Bielefeld (14.),3:1
16,(2.) Stuttgart,Bayern (1.),1:1
16,(10.) St. Pauli,VfL Bochum (6.),2:1
17,(6.) VfL Bochum,Leverkusen (1.),2:2
17,(9.) Bremen,TSV 1860 (14.),1:1
17,(7.) Karlsruhe,Freiburg (18.),3:0
17,(8.) Schalke,Rostock (16.),2:0
17,(15.) Bielefeld,Stuttgart (3.),2:0
17,(11.) Duisburg,St. Pauli (10.),1:0
17,(13.) Hamburg,Düsseldorf (12.),2:1
17,(5.) Köln,Dortmund (4.),1:3
17,(2.) Bayern,M'gladbach (17.),1:0
18,(2.) Dortmund,Leverkusen (3.),3:1
18,(7.) Köln,Düsseldorf (15.),2:0
18,(9.) Bremen,Freiburg (18.),1:0
18,(10.) Duisburg,VfL Bochum (6.),1:1
18,(12.) Hamburg,TSV 1860 (14.),2:3
18,(5.) Karlsruhe,Rostock (16.),1:1
18,(1.) Bayern,St. Pauli (11.),3:0
18,(8.) Schalke,Stuttgart (4.),1:0
18,(13.) Bielefeld,M'gladbach (17.),0:2
19,(18.) Freiburg,Hamburg (13.),0:4
19,(16.) Düsseldorf,Dortmund (2.),2:0
19,(12.) St. Pauli,Bielefeld (14.),2:3
19,(7.) VfL Bochum,Bayern (1.),1:1
19,(3.) Leverkusen,Duisburg (10.),1:0
19,(15.) M'gladbach,Schalke (8.),0:0
19,(11.) TSV 1860,Köln (6.),2:1
19,(17.) Rostock,Bremen (9.),0:1
19,(4.) Stuttgart,Karlsruhe (5.),1:0
20,(13.) Bielefeld,VfL Bochum (7.),3:1
20,(8.) Schalke,St. Pauli (14.),0:0
20,(9.) Bremen,Stuttgart (4.),2:2
20,(2.) Dortmund,TSV 1860 (10.),4:1
20,(15.) Düsseldorf,Leverkusen (3.),0:0
20,(5.) Karlsruhe,M'gladbach (16.),1:1
20,(6.) Köln,Freiburg (18.),1:0
20,(1.) Bayern,Duisburg (12.),5:2
20,(11.) Hamburg,Rostock (17.),1:1
21,(17.) Rostock,Köln (5.),0:0
21,(9.) VfL Bochum,Schalke (7.),0:1
21,(13.) Duisburg,Bielefeld (10.),0:0
21,(18.) Freiburg,Dortmund (2.),1:2
21,(16.) M'gladbach,Bremen (8.),4:1
21,(12.) TSV 1860,Düsseldorf (15.),3:0
21,(14.) St. Pauli,Karlsruhe (6.),2:4
21,(4.) Stuttgart,Hamburg (11.),4:1
21,(3.) Leverkusen,Bayern (1.),5:2
22,(8.) Bremen,St. Pauli (15.),2:1
22,(12.) Hamburg,M'gladbach (14.),2:1
22,(5.) Karlsruhe,VfL Bochum (9.),2:3
22,(6.) Köln,Stuttgart (4.),1:5
22,(7.) Schalke,Duisburg (13.),4:0
22,(1.) Dortmund,Rostock (17.),3:0
22,(16.) Düsseldorf,Freiburg (18.),2:1
22,(10.) TSV 1860,Leverkusen (3.),3:0
22,(11.) Bielefeld,Bayern (2.),2:0
23,(14.) Duisburg,Karlsruhe (6.),2:2
23,(16.) St. Pauli,Hamburg (12.),2:2
23,(18.) Freiburg,TSV 1860 (10.),2:2
