spieltag,home,away,result
1,Braunschweig,TSV 1860,1:1
1,Dortmund,Hannover,0:2
1,Frankfurt,Schalke,2:2
1,Hamburg,Stuttgart,2:2
1,K'lautern,Bremen,2:1
1,Karlsruhe,Meiderich,2:1
1,Köln,Hertha BSC,2:3
1,Nürnberg,Neunkirchen,2:0
2,(3.) Hertha BSC,Hamburg (7.),0:0
2,(13.) Bremen,Braunschweig (10.),5:1
2,(14.) Meiderich,K'lautern (1.),3:1
2,(4.) Hannover,Köln (12.),2:0
2,(11.) TSV 1860,Frankfurt (6.),0:1
2,(16.) Neunkirchen,Dortmund (15.),1:2
2,(8.) Schalke,Karlsruhe (2.),1:1
2,(9.) Stuttgart,Nürnberg (5.),3:1
3,(14.) Braunschweig,Meiderich (7.),0:1
3,(4.) Frankfurt,Bremen (6.),0:2
3,(10.) Hamburg,Hannover (1.),3:0
3,(11.) K'lautern,Schalke (9.),3:0
3,(5.) Karlsruhe,TSV 1860 (13.),1:5
3,(15.) Köln,Neunkirchen (16.),4:3
3,(8.) Nürnberg,Hertha BSC (3.),2:0
3,(12.) Dortmund,Stuttgart (2.),1:0
4,(10.) Hertha BSC,Dortmund (7.),0:0
4,(1.) Bremen,Karlsruhe (12.),1:0
4,(3.) Meiderich,Frankfurt (11.),1:3
4,(6.) Hannover,Nürnberg (4.),2:2
4,(8.) TSV 1860,K'lautern (5.),2:2
4,(16.) Neunkirchen,Hamburg (2.),3:1
4,(14.) Schalke,Braunschweig (15.),0:3
4,(9.) Stuttgart,Köln (13.),3:3
5,(13.) Braunschweig,Neunkirchen (15.),1:0
5,(4.) Frankfurt,Karlsruhe (14.),0:7
5,(8.) Hamburg,Meiderich (10.),3:0
5,(3.) K'lautern,Hannover (5.),1:0
5,(12.) Köln,Bremen (1.),4:2
5,(2.) Nürnberg,Schalke (16.),3:2
5,(9.) Stuttgart,Hertha BSC (11.),1:1
5,(6.) Dortmund,TSV 1860 (7.),1:1
6,(12.) Hertha BSC,Frankfurt (13.),1:3
6,(4.) Bremen,Hamburg (3.),0:0
6,(14.) Meiderich,Köln (9.),0:3
6,(10.) Hannover,Braunschweig (11.),2:2
6,(7.) Karlsruhe,Stuttgart (8.),0:0
6,(6.) TSV 1860,Nürnberg (2.),2:0
6,(15.) Neunkirchen,K'lautern (1.),0:3
6,(16.) Schalke,Dortmund (5.),2:6
7,(13.) Hertha BSC,TSV 1860 (3.),2:1
7,(2.) Dortmund,K'lautern (1.),3:2
7,(4.) Hamburg,Frankfurt (8.),2:1
7,(11.) Hannover,Bremen (5.),1:2
7,(6.) Köln,Braunschweig (12.),5:1
7,(15.) Neunkirchen,Meiderich (14.),4:2
7,(7.) Nürnberg,Karlsruhe (9.),4:1
7,(10.) Stuttgart,Schalke (16.),2:1
8,(13.) Braunschweig,Dortmund (1.),0:1
8,(3.) Bremen,Neunkirchen (14.),2:0
8,(15.) Meiderich,Stuttgart (7.),3:3
8,(10.) Frankfurt,Köln (5.),1:4
8,(4.) K'lautern,Nürnberg (6.),3:2
8,(11.) Karlsruhe,Hamburg (2.),2:2
8,(8.) TSV 1860,Hannover (12.),4:0
8,(16.) Schalke,Hertha BSC (9.),3:0
9,(10.) Hertha BSC,Meiderich (14.),2:2
9,(1.) Dortmund,Frankfurt (11.),1:3
9,(5.) Hamburg,K'lautern (4.),3:2
9,(12.) Hannover,Schalke (16.),1:0
9,(3.) Köln,Karlsruhe (9.),4:1
9,(15.) Neunkirchen,TSV 1860 (6.),3:0
9,(7.) Nürnberg,Braunschweig (13.),3:2
9,(8.) Stuttgart,Bremen (2.),1:1
10,(15.) Braunschweig,Hamburg (3.),2:0
10,(2.) Bremen,Hertha BSC (11.),5:1
10,(14.) Meiderich,Hannover (10.),1:0
10,(9.) Frankfurt,Nürnberg (6.),1:1
10,(5.) K'lautern,Köln (1.),2:2
10,(12.) Karlsruhe,Dortmund (4.),2:0
