spieltag,home,away,result
1,Hertha BSC,K'lautern,5:3
1,Braunschweig,Schalke,3:3
1,Bremen,Köln,1:1
1,Dortmund,Bielefeld,3:0
1,Duisburg,Oberhausen,2:2
1,RW Essen,Hannover,2:0
1,Frankfurt,Hamburg,0:0
1,M'gladbach,Offenbach,2:0
1,Stuttgart,Bayern,1:1
2,(18.) Bielefeld,RW Essen (3.),0:0
2,(14.) Hamburg,M'gladbach (4.),2:2
2,(16.) Hannover,Frankfurt (13.),1:2
2,(15.) K'lautern,Dortmund (1.),1:0
2,(11.) Köln,Braunschweig (5.),3:1
2,(12.) Bayern,Hertha BSC (2.),1:0
2,(8.) Oberhausen,Stuttgart (9.),1:2
2,(17.) Offenbach,Bremen (10.),2:1
2,(6.) Schalke,Duisburg (7.),1:0
3,(9.) Hertha BSC,Oberhausen (13.),3:1
3,(16.) Braunschweig,Bremen (15.),1:0
3,(8.) Dortmund,Bayern (6.),0:0
3,(3.) RW Essen,K'lautern (11.),4:0
3,(7.) Frankfurt,Bielefeld (17.),1:1
3,(1.) M'gladbach,Hannover (18.),0:0
3,(5.) Stuttgart,Schalke (4.),1:1
3,(14.) Duisburg,Köln (2.),0:0
3,(10.) Hamburg,Offenbach (12.),3:2
4,(14.) Bielefeld,M'gladbach (4.),0:2
4,(16.) Bremen,Duisburg (12.),0:2
4,(18.) Hannover,Hamburg (5.),0:3
4,(15.) K'lautern,Frankfurt (8.),2:0
4,(3.) Köln,Stuttgart (7.),2:1
4,(9.) Bayern,RW Essen (1.),2:2
4,(17.) Oberhausen,Dortmund (10.),0:1
4,(13.) Offenbach,Braunschweig (11.),0:2
4,(6.) Schalke,Hertha BSC (2.),0:1
5,(9.) Duisburg,Braunschweig (7.),0:0
5,(10.) Stuttgart,Bremen (17.),3:0
5,(2.) Hertha BSC,Köln (5.),3:2
5,(6.) Dortmund,Schalke (11.),1:2
5,(1.) RW Essen,Oberhausen (16.),3:3
5,(12.) Frankfurt,Bayern (8.),0:1
5,(3.) Hamburg,Bielefeld (15.),3:2
5,(18.) Hannover,Offenbach (14.),1:1
