spieltag,home,away,result
1,Dortmund,Bremen,2:1
1,M'gladbach,Hoffenheim,2:1
1,Freiburg,Mainz,1:1
1,Augsburg,Düsseldorf,0:2
1,Hamburg,Nürnberg,0:1
1,Fürth,Bayern,0:3
1,Frankfurt,Leverkusen,2:1
1,Stuttgart,Wolfsburg,0:1
1,Hannover,Schalke,2:2
2,(11.) Mainz,Fürth (18.),0:1
2,(8.) Schalke,Augsburg (17.),3:1
2,(12.) Leverkusen,Freiburg (10.),2:0
2,(14.) Bremen,Hamburg (15.),2:0
2,(7.) Nürnberg,Dortmund (3.),1:1
2,(13.) Hoffenheim,Frankfurt (4.),0:4
2,(2.) Düsseldorf,M'gladbach (5.),0:0
2,(6.) Wolfsburg,Hannover (9.),0:4
2,(1.) Bayern,Stuttgart (16.),6:1
3,(16.) Augsburg,Wolfsburg (12.),0:0
3,(6.) Dortmund,Leverkusen (10.),3:0
3,(1.) Bayern,Mainz (13.),3:1
3,(8.) M'gladbach,Nürnberg (7.),2:3
3,(18.) Stuttgart,Düsseldorf (5.),0:0
3,(3.) Hannover,Bremen (9.),3:2
3,(11.) Fürth,Schalke (4.),0:2
3,(14.) Freiburg,Hoffenheim (17.),5:3
3,(2.) Frankfurt,Hamburg (15.),3:2
4,(6.) Nürnberg,Frankfurt (2.),1:2
4,(4.) Schalke,Bayern (1.),0:2
4,(10.) Wolfsburg,Fürth (13.),1:1
4,(14.) Mainz,Augsburg (15.),2:0
4,(17.) Hamburg,Dortmund (5.),3:2
4,(7.) Düsseldorf,Freiburg (8.),0:0
4,(12.) Leverkusen,M'gladbach (9.),1:1
4,(11.) Bremen,Stuttgart (16.),2:2
4,(18.) Hoffenheim,Hannover (3.),3:1
5,(1.) Bayern,Wolfsburg (10.),3:0
5,(5.) Schalke,Mainz (12.),3:0
5,(14.) Fürth,Düsseldorf (7.),0:2
5,(2.) Frankfurt,Dortmund (4.),3:3
5,(9.) M'gladbach,Hamburg (15.),2:2
5,(17.) Stuttgart,Hoffenheim (16.),0:3
5,(3.) Hannover,Nürnberg (6.),4:1
5,(8.) Freiburg,Bremen (11.),1:2
5,(18.) Augsburg,Leverkusen (13.),1:3
6,(5.) Düsseldorf,Schalke (4.),2:2
6,(8.) Leverkusen,Fürth (16.),2:0
6,(7.) Bremen,Bayern (1.),0:2
6,(9.) Nürnberg,Stuttgart (17.),0:2
6,(11.) Hoffenheim,Augsburg (18.),0:0
6,(14.) Hamburg,Hannover (3.),1:0
6,(6.) Dortmund,M'gladbach (10.),5:0
6,(2.) Frankfurt,Freiburg (12.),2:1
6,(13.) Wolfsburg,Mainz (15.),0:2
7,(18.) Augsburg,Bremen (8.),3:1
7,(1.) Bayern,Hoffenheim (9.),2:0
7,(4.) Schalke,Wolfsburg (16.),3:0
7,(14.) Freiburg,Nürnberg (12.),3:0
7,(11.) Mainz,Düsseldorf (6.),1:0
7,(17.) Fürth,Hamburg (10.),0:1
7,(13.) M'gladbach,Frankfurt (2.),2:0
7,(15.) Stuttgart,Leverkusen (7.),2:2
7,(5.) Hannover,Dortmund (3.),1:1
8,(13.) Hoffenheim,Fürth (18.),3:3
8,(4.) Dortmund,Schalke (3.),1:2
8,(6.) Leverkusen,Mainz (9.),2:2
8,(17.) Wolfsburg,Freiburg (11.),0:2
8,(2.) Frankfurt,Hannover (5.),3:1
8,(7.) Düsseldorf,Bayern (1.),0:5
8,(12.) Bremen,M'gladbach (10.),4:0
8,(14.) Nürnberg,Augsburg (16.),0:0
8,(8.) Hamburg,Stuttgart (15.),0:1
9,(16.) Augsburg,Hamburg (10.),0:2
9,(3.) Schalke,Nürnberg (15.),1:0
9,(7.) Freiburg,Dortmund (4.),0:2
9,(8.) Mainz,Hoffenheim (14.),3:0
9,(17.) Fürth,Bremen (9.),1:1
9,(11.) Düsseldorf,Wolfsburg (18.),1:4
9,(12.) Stuttgart,Frankfurt (2.),2:1
9,(1.) Bayern,Leverkusen (5.),1:2
9,(6.) Hannover,M'gladbach (13.),2:3
10,(3.) Frankfurt,Fürth (18.),1:1
10,(4.) Dortmund,Stuttgart (8.),0:0
10,(9.) M'gladbach,Freiburg (12.),1:1
10,(10.) Hannover,Augsburg (17.),2:0
10,(15.) Nürnberg,Wolfsburg (16.),1:0
10,(14.) Hoffenheim,Schalke (2.),3:2
10,(7.) Hamburg,Bayern (1.),0:3
10,(5.) Leverkusen,Düsseldorf (13.),3:2
10,(11.) Bremen,Mainz (6.),2:1
11,(8.) Mainz,Nürnberg (14.),2:1
11,(1.) Bayern,Frankfurt (3.),2:0
11,(2.) Schalke,Bremen (7.),2:1
11,(12.) Freiburg,Hamburg (9.),0:0
11,(18.) Augsburg,Dortmund (5.),1:3
11,(15.) Düsseldorf,Hoffenheim (13.),1:1
11,(16.) Wolfsburg,Leverkusen (4.),3:1
11,(10.) Stuttgart,Hannover (6.),2:4
11,(17.) Fürth,M'gladbach (11.),2:4
12,(4.) Dortmund,Fürth (17.),3:1
12,(8.) M'gladbach,Stuttgart (12.),1:2
12,(6.) Hannover,Freiburg (11.),1:2
12,(15.) Nürnberg,Bayern (1.),1:1
12,(10.) Hamburg,Mainz (7.),1:0
12,(3.) Frankfurt,Augsburg (18.),4:2
12,(5.) Leverkusen,Schalke (2.),2:0
12,(9.) Bremen,Düsseldorf (14.),2:1
12,(13.) Hoffenheim,Wolfsburg (16.),1:3
13,(16.) Düsseldorf,Hamburg (9.),2:0
13,(1.) Bayern,Hannover (6.),5:0
13,(2.) Schalke,Frankfurt (3.),1:1
13,(13.) Wolfsburg,Bremen (7.),1:1
13,(8.) Mainz,Dortmund (4.),1:2
13,(17.) Fürth,Nürnberg (15.),0:0
