spieltag,home,away,result
1,TB Berlin,RW Essen,2:2
1,Braunschweig,Frankfurt,3:1
1,Hamburg,Dortmund,3:4
1,Karlsruhe,Hertha BSC,0:3
1,Köln,K'lautern,3:1
1,M'gladbach,Duisburg,1:1
1,Bayern,Düsseldorf,2:1
1,Saarbrücken,VfL Bochum,0:1
1,Schalke,Bremen,3:2
2,(17.) K'lautern,Schalke (5.),2:0
2,(1.) Hertha BSC,M'gladbach (11.),0:1
2,(13.) Bremen,Hamburg (12.),2:2
2,(4.) Dortmund,Saarbrücken (15.),2:1
2,(10.) Duisburg,Bayern (6.),5:2
2,(14.) Düsseldorf,Braunschweig (2.),1:3
2,(9.) RW Essen,Köln (3.),0:3
2,(16.) Frankfurt,TB Berlin (8.),7:1
2,(7.) VfL Bochum,Karlsruhe (18.),1:0
3,(12.) Hamburg,K'lautern (9.),1:0
3,(11.) Bayern,Braunschweig (2.),2:2
3,(15.) TB Berlin,Düsseldorf (17.),4:2
3,(5.) Duisburg,Hertha BSC (8.),1:1
3,(18.) Karlsruhe,Dortmund (3.),2:1
3,(1.) Köln,Frankfurt (7.),2:0
3,(6.) M'gladbach,VfL Bochum (4.),4:2
3,(16.) Saarbrücken,Bremen (13.),2:0
3,(10.) Schalke,RW Essen (14.),3:0
4,(7.) VfL Bochum,Duisburg (4.),2:1
4,(2.) Braunschweig,TB Berlin (11.),3:1
4,(12.) Frankfurt,Schalke (5.),6:3
4,(8.) Hertha BSC,Bayern (10.),1:1
4,(16.) Bremen,Karlsruhe (15.),1:1
4,(6.) Dortmund,M'gladbach (3.),0:0
4,(18.) Düsseldorf,Köln (1.),1:3
4,(17.) RW Essen,Hamburg (9.),1:2
4,(14.) K'lautern,Saarbrücken (13.),1:0
5,(8.) Duisburg,Dortmund (6.),0:0
5,(12.) Bayern,TB Berlin (14.),9:0
5,(9.) Hertha BSC,VfL Bochum (4.),2:0
5,(5.) Hamburg,Frankfurt (7.),3:1
5,(13.) Karlsruhe,K'lautern (10.),1:1
5,(1.) Köln,Braunschweig (2.),3:0
5,(3.) M'gladbach,Bremen (16.),3:1
5,(15.) Saarbrücken,RW Essen (17.),2:1
5,(11.) Schalke,Düsseldorf (18.),2:1
6,(16.) Bremen,Duisburg (10.),2:2
6,(7.) Dortmund,Hertha BSC (6.),2:1
6,(15.) TB Berlin,Köln (1.),3:2
6,(9.) VfL Bochum,Bayern (5.),5:6
6,(3.) Braunschweig,Schalke (8.),1:0
6,(18.) Düsseldorf,Hamburg (4.),2:0
6,(17.) RW Essen,Karlsruhe (14.),3:2
6,(12.) Frankfurt,Saarbrücken (13.),2:1
6,(11.) K'lautern,M'gladbach (2.),1:2
7,(8.) Hertha BSC,Bremen (16.),2:1
7,(9.) Duisburg,K'lautern (12.),1:0
7,(6.) Hamburg,Braunschweig (3.),0:2
7,(2.) M'gladbach,RW Essen (17.),6:0
7,(11.) VfL Bochum,Dortmund (5.),2:1
7,(15.) Karlsruhe,Frankfurt (7.),2:0
7,(4.) Bayern,Köln (1.),4:1
7,(14.) Saarbrücken,Düsseldorf (18.),0:0
7,(10.) Schalke,TB Berlin (13.),5:4
8,(16.) Bremen,VfL Bochum (9.),2:0
8,(14.) K'lautern,Hertha BSC (5.),0:2
8,(15.) TB Berlin,Hamburg (10.),1:1
8,(2.) Braunschweig,Saarbrücken (13.),1:0
8,(7.) Dortmund,Bayern (3.),3:3
8,(17.) Düsseldorf,Karlsruhe (12.),3:0
8,(18.) RW Essen,Duisburg (6.),1:5
8,(11.) Frankfurt,M'gladbach (1.),1:3
8,(4.) Köln,Schalke (8.),2:0
9,(7.) Dortmund,Bremen (16.),2:4
9,(6.) Hertha BSC,RW Essen (18.),2:1
9,(10.) VfL Bochum,K'lautern (17.),1:0
9,(5.) Duisburg,Frankfurt (11.),4:3
9,(8.) Hamburg,Köln (3.),2:1
9,(12.) Karlsruhe,Braunschweig (2.),1:1
9,(1.) M'gladbach,Düsseldorf (15.),3:1
9,(4.) Bayern,Schalke (9.),0:7
9,(14.) Saarbrücken,TB Berlin (13.),0:0
10,(13.) TB Berlin,Karlsruhe (12.),4:2
10,(2.) Braunschweig,M'gladbach (1.),1:1
10,(11.) Bremen,Bayern (6.),2:3
10,(16.) Düsseldorf,Duisburg (4.),2:0
10,(18.) RW Essen,VfL Bochum (9.),3:3
10,(14.) Frankfurt,Hertha BSC (5.),3:3
10,(17.) K'lautern,Dortmund (10.),2:1
10,(3.) Köln,Saarbrücken (15.),5:1
10,(7.) Schalke,Hamburg (8.),1:0
11,(13.) Bremen,K'lautern (15.),2:0
11,(10.) Dortmund,RW Essen (18.),4:2
11,(1.) M'gladbach,TB Berlin (11.),3:0
11,(4.) Hertha BSC,Düsseldorf (14.),4:0
11,(8.) VfL Bochum,Frankfurt (12.),3:1
11,(7.) Duisburg,Braunschweig (2.),1:1
11,(16.) Karlsruhe,Köln (3.),2:1
11,(5.) Bayern,Hamburg (9.),6:2
11,(17.) Saarbrücken,Schalke (6.),2:3
12,(13.) TB Berlin,Duisburg (7.),1:5
12,(2.) Braunschweig,Hertha BSC (3.),2:2
12,(16.) Düsseldorf,VfL Bochum (8.),1:0
12,(18.) RW Essen,Bremen (11.),0:0
12,(14.) Frankfurt,Dortmund (9.),1:4
12,(10.) Hamburg,Saarbrücken (17.),0:0
12,(15.) K'lautern,Bayern (4.),1:1
12,(5.) Köln,M'gladbach (1.),0:3
12,(6.) Schalke,Karlsruhe (12.),2:2
13,(8.) Dortmund,Düsseldorf (13.),1:2
13,(3.) Hertha BSC,TB Berlin (14.),2:0
13,(9.) VfL Bochum,Braunschweig (2.),1:1
13,(11.) Bremen,Frankfurt (16.),2:1
13,(5.) Duisburg,Köln (7.),1:1
13,(15.) K'lautern,RW Essen (18.),7:1
13,(12.) Karlsruhe,Hamburg (10.),2:2
13,(1.) M'gladbach,Schalke (6.),2:0
13,(4.) Bayern,Saarbrücken (17.),5:1
14,(15.) TB Berlin,VfL Bochum (8.),1:1
14,(4.) Braunschweig,Dortmund (9.),3:1
14,(12.) Düsseldorf,Bremen (10.),3:2
14,(18.) RW Essen,Bayern (2.),1:4
14,(16.) Frankfurt,K'lautern (14.),2:0
14,(11.) Hamburg,M'gladbach (1.),4:1
14,(6.) Köln,Hertha BSC (3.),3:2
14,(17.) Saarbrücken,Karlsruhe (13.),1:1
14,(7.) Schalke,Duisburg (5.),3:2
