spieltag,home,away,result
1,Hertha BSC,Köln,2:1
1,VfL Bochum,Bremen,0:3
1,Duisburg,Düsseldorf,2:2
1,RW Essen,Uerdingen,2:1
1,Frankfurt,Karlsruhe,0:2
1,Hamburg,Schalke,4:1
1,Hannover,M'gladbach,3:3
1,K'lautern,Offenbach,2:2
1,Bayern,Braunschweig,1:1
2,(2.) Bremen,Frankfurt (16.),1:2
2,(10.) Offenbach,Hamburg (1.),3:2
2,(12.) Braunschweig,Hertha BSC (4.),5:2
2,(8.) Düsseldorf,RW Essen (5.),5:2
2,(3.) Karlsruhe,Bayern (13.),1:2
2,(15.) Köln,Hannover (6.),2:1
2,(7.) M'gladbach,K'lautern (11.),3:0
2,(17.) Schalke,Duisburg (9.),5:1
2,(14.) Uerdingen,VfL Bochum (18.),0:0
3,(16.) K'lautern,Hannover (14.),2:2
3,(5.) Bayern,Bremen (7.),4:0
3,(12.) Hertha BSC,Karlsruhe (9.),1:1
3,(17.) VfL Bochum,Düsseldorf (1.),0:1
3,(2.) Braunschweig,Köln (10.),0:0
3,(18.) Duisburg,Offenbach (4.),6:2
3,(13.) RW Essen,Schalke (8.),0:0
3,(11.) Frankfurt,Uerdingen (15.),3:1
3,(6.) Hamburg,M'gladbach (3.),0:0
4,(4.) M'gladbach,Duisburg (9.),3:0
4,(2.) Düsseldorf,Frankfurt (5.),1:1
4,(17.) Uerdingen,Bayern (1.),2:1
4,(14.) Hannover,Hamburg (6.),1:0
4,(8.) Karlsruhe,Braunschweig (3.),0:2
4,(13.) Offenbach,RW Essen (12.),0:4
4,(15.) Bremen,Hertha BSC (11.),3:2
4,(10.) Köln,K'lautern (16.),1:1
4,(7.) Schalke,VfL Bochum (18.),1:1
5,(15.) Hertha BSC,Uerdingen (13.),5:0
5,(18.) VfL Bochum,Offenbach (17.),5:1
5,(2.) Braunschweig,Bremen (10.),3:2
5,(14.) Duisburg,Hannover (8.),4:3
5,(5.) RW Essen,M'gladbach (1.),1:3
5,(6.) Frankfurt,Schalke (7.),2:1
5,(11.) Hamburg,K'lautern (16.),2:0
5,(12.) Karlsruhe,Köln (9.),3:1
