spieltag,home,away,result
1,Dortmund,Uerdingen,2:1
1,Leverkusen,K'lautern,0:1
1,Bielefeld,Köln,2:5
1,Düsseldorf,M'gladbach,2:1
1,Hamburg,Duisburg,0:0
1,Karlsruhe,Bayern,0:3
1,TSV 1860,VfL Bochum,2:2
1,Schalke,Frankfurt,1:4
1,Stuttgart,Nürnberg,2:1
2,(11.) Duisburg,TSV 1860 (9.),1:0
2,(12.) M'gladbach,Schalke (17.),3:1
2,(2.) Frankfurt,Bielefeld (16.),2:0
2,(3.) Bayern,Dortmund (5.),5:3
2,(14.) Uerdingen,Düsseldorf (6.),0:1
2,(8.) VfL Bochum,Karlsruhe (18.),0:0
2,(7.) K'lautern,Stuttgart (4.),1:0
2,(1.) Köln,Leverkusen (15.),1:1
2,(13.) Nürnberg,Hamburg (10.),2:3
3,(18.) Bielefeld,M'gladbach (8.),2:3
3,(9.) VfL Bochum,Duisburg (7.),1:1
3,(3.) Düsseldorf,Bayern (1.),3:0
3,(6.) Hamburg,K'lautern (4.),3:2
3,(14.) Karlsruhe,Dortmund (11.),1:1
3,(13.) Leverkusen,Frankfurt (2.),3:2
3,(12.) TSV 1860,Nürnberg (15.),2:4
3,(17.) Schalke,Uerdingen (16.),3:1
3,(10.) Stuttgart,Köln (5.),3:0
4,(12.) Dortmund,Düsseldorf (1.),2:1
4,(8.) Duisburg,Karlsruhe (15.),2:2
4,(7.) K'lautern,TSV 1860 (16.),3:2
4,(6.) M'gladbach,Leverkusen (10.),1:0
4,(3.) Frankfurt,Stuttgart (4.),2:1
4,(9.) Köln,Hamburg (2.),0:3
4,(5.) Bayern,Schalke (14.),5:1
4,(13.) Nürnberg,VfL Bochum (11.),0:2
4,(17.) Uerdingen,Bielefeld (18.),2:2
5,(7.) VfL Bochum,K'lautern (6.),0:0
5,(18.) Bielefeld,Bayern (2.),1:2
5,(8.) Duisburg,Nürnberg (14.),2:0
5,(1.) Hamburg,Frankfurt (3.),3:1
5,(13.) Karlsruhe,Düsseldorf (4.),3:0
5,(11.) Leverkusen,Uerdingen (17.),4:1
5,(16.) TSV 1860,Köln (12.),2:1
5,(15.) Schalke,Dortmund (9.),1:2
5,(10.) Stuttgart,M'gladbach (5.),4:2
6,(10.) Düsseldorf,Schalke (16.),3:3
6,(4.) K'lautern,Duisburg (3.),1:1
