spieltag,home,away,result
1,Bielefeld,Darmstadt,1:1
1,VfL Bochum,Nürnberg,2:0
1,Duisburg,Karlsruhe,1:1
1,Frankfurt,K'lautern,2:2
1,Hamburg,Braunschweig,4:2
1,Köln,Dortmund,1:0
1,M'gladbach,Bremen,2:4
1,Bayern,Leverkusen,6:2
1,Stuttgart,Düsseldorf,3:2
2,(3.) Bremen,Bielefeld (12.),1:0
2,(18.) Leverkusen,VfL Bochum (4.),0:3
2,(17.) Nürnberg,Köln (6.),1:3
2,(15.) Braunschweig,Duisburg (10.),2:1
2,(9.) Darmstadt,Bayern (1.),1:2
2,(14.) Dortmund,Frankfurt (7.),0:2
2,(13.) Düsseldorf,M'gladbach (16.),0:2
2,(8.) K'lautern,Hamburg (2.),1:1
2,(11.) Karlsruhe,Stuttgart (5.),0:2
3,(12.) Duisburg,K'lautern (9.),3:1
3,(18.) Leverkusen,Darmstadt (11.),3:2
3,(8.) M'gladbach,Karlsruhe (14.),2:2
3,(13.) Bielefeld,Düsseldorf (15.),1:1
3,(2.) VfL Bochum,Köln (5.),3:1
3,(7.) Frankfurt,Nürnberg (17.),3:1
3,(6.) Hamburg,Dortmund (16.),2:2
3,(1.) Bayern,Bremen (4.),3:1
3,(3.) Stuttgart,Braunschweig (10.),2:0
4,(13.) Braunschweig,M'gladbach (9.),0:1
4,(6.) Bremen,Leverkusen (14.),0:0
4,(11.) K'lautern,Stuttgart (3.),3:2
4,(15.) Darmstadt,VfL Bochum (2.),2:0
4,(17.) Dortmund,Duisburg (8.),2:1
4,(16.) Düsseldorf,Bayern (1.),1:2
4,(12.) Karlsruhe,Bielefeld (10.),2:1
4,(7.) Köln,Frankfurt (4.),2:0
4,(18.) Nürnberg,Hamburg (5.),0:3
5,(15.) Bielefeld,Braunschweig (16.),2:1
5,(3.) VfL Bochum,Frankfurt (6.),3:2
5,(11.) Darmstadt,Bremen (8.),1:1
5,(12.) Duisburg,Nürnberg (18.),3:2
5,(2.) Hamburg,Köln (5.),3:1
5,(14.) Leverkusen,Düsseldorf (17.),1:1
5,(7.) M'gladbach,K'lautern (9.),2:2
5,(4.) Stuttgart,Dortmund (13.),0:2
5,(1.) Bayern,Karlsruhe (10.),4:1
6,(7.) Bremen,VfL Bochum (3.),3:1
6,(11.) K'lautern,Bielefeld (13.),4:0
6,(6.) Köln,Duisburg (8.),3:0
6,(17.) Braunschweig,Bayern (1.),3:1
6,(10.) Dortmund,M'gladbach (5.),2:3
6,(16.) Düsseldorf,Darmstadt (12.),2:2
6,(9.) Frankfurt,Hamburg (2.),3:2
6,(14.) Karlsruhe,Leverkusen (15.),1:2
6,(18.) Nürnberg,Stuttgart (4.),0:0
7,(5.) Bremen,Düsseldorf (17.),4:1
7,(10.) Leverkusen,Braunschweig (14.),1:0
7,(16.) Bielefeld,Dortmund (12.),1:1
7,(3.) VfL Bochum,Hamburg (2.),2:1
7,(11.) Darmstadt,Karlsruhe (15.),2:6
7,(13.) Duisburg,Frankfurt (8.),4:2
7,(6.) M'gladbach,Nürnberg (18.),4:2
7,(1.) Bayern,K'lautern (7.),4:2
7,(9.) Stuttgart,Köln (4.),1:1
8,(9.) K'lautern,Leverkusen (8.),5:2
8,(12.) Karlsruhe,Bremen (2.),3:0
8,(16.) Braunschweig,Darmstadt (14.),3:0
8,(13.) Dortmund,Bayern (1.),2:0
8,(17.) Düsseldorf,VfL Bochum (3.),2:1
8,(10.) Frankfurt,Stuttgart (7.),4:1
8,(6.) Hamburg,Duisburg (11.),7:0
8,(5.) Köln,M'gladbach (4.),3:0
8,(18.) Nürnberg,Bielefeld (15.),1:0
9,(4.) VfL Bochum,Duisburg (13.),2:2
9,(15.) Düsseldorf,Karlsruhe (9.),2:0
9,(16.) Bielefeld,Köln (2.),0:2
9,(5.) Bremen,Braunschweig (14.),2:0
9,(17.) Darmstadt,K'lautern (7.),0:0
9,(12.) Leverkusen,Dortmund (10.),2:1
9,(6.) M'gladbach,Frankfurt (8.),1:0
9,(1.) Bayern,Nürnberg (18.),1:1
9,(11.) Stuttgart,Hamburg (3.),1:2
10,(10.) Karlsruhe,VfL Bochum (6.),2:2
10,(15.) Braunschweig,Düsseldorf (14.),4:2
10,(11.) Dortmund,Darmstadt (16.),4:0
10,(13.) Duisburg,Stuttgart (12.),1:2
10,(9.) Frankfurt,Bielefeld (17.),2:1
10,(3.) Hamburg,M'gladbach (5.),1:1
10,(7.) K'lautern,Bremen (4.),1:1
10,(2.) Köln,Bayern (1.),4:0
10,(18.) Nürnberg,Leverkusen (8.),3:2
11,(12.) Karlsruhe,Braunschweig (13.),2:1
11,(17.) Darmstadt,Nürnberg (16.),2:1
11,(18.) Bielefeld,Hamburg (2.),1:1
11,(6.) VfL Bochum,Stuttgart (10.),3:3
