spieltag,home,away,result
1,Bayern,Hamburg,5:0
1,Leverkusen,Hoffenheim,2:1
1,Augsburg,Hertha BSC,0:1
1,Bremen,Schalke,0:3
1,Mainz,FC Ingolstadt,0:1
1,Darmstadt,Hannover,2:2
1,Dortmund,M'gladbach,4:0
1,Wolfsburg,Frankfurt,2:1
1,Stuttgart,Köln,1:3
2,(8.) Hertha BSC,Bremen (16.),1:1
2,(3.) Schalke,Darmstadt (10.),1:1
2,(11.) Frankfurt,Augsburg (14.),1:1
2,(4.) Köln,Wolfsburg (5.),1:1
2,(9.) Hannover,Leverkusen (6.),0:1
2,(12.) Hoffenheim,Bayern (1.),1:2
2,(18.) Hamburg,Stuttgart (15.),3:2
2,(7.) FC Ingolstadt,Dortmund (2.),0:4
2,(17.) M'gladbach,Mainz (13.),1:2
3,(6.) Wolfsburg,Schalke (4.),3:0
3,(17.) Stuttgart,Frankfurt (13.),1:4
3,(14.) Augsburg,FC Ingolstadt (9.),0:1
3,(5.) Köln,Hamburg (10.),2:1
3,(8.) Mainz,Hannover (12.),3:0
3,(11.) Darmstadt,Hoffenheim (16.),0:0
3,(2.) Bayern,Leverkusen (3.),3:0
3,(1.) Dortmund,Hertha BSC (7.),3:1
3,(15.) Bremen,M'gladbach (18.),2:1
4,(18.) M'gladbach,Hamburg (13.),0:3
4,(2.) Bayern,Augsburg (15.),2:1
4,(6.) Leverkusen,Darmstadt (12.),0:1
4,(16.) Hannover,Dortmund (1.),2:4
4,(10.) Hertha BSC,Stuttgart (17.),2:1
4,(7.) FC Ingolstadt,Wolfsburg (3.),0:0
4,(8.) Frankfurt,Köln (4.),6:2
4,(14.) Hoffenheim,Bremen (11.),1:3
4,(9.) Schalke,Mainz (5.),2:1
5,(10.) Mainz,Hoffenheim (15.),3:1
5,(3.) Wolfsburg,Hertha BSC (7.),2:0
5,(12.) Hamburg,Frankfurt (4.),0:0
5,(6.) Bremen,FC Ingolstadt (9.),0:1
5,(8.) Köln,M'gladbach (18.),1:0
5,(11.) Darmstadt,Bayern (2.),0:3
5,(17.) Stuttgart,Schalke (5.),0:1
5,(1.) Dortmund,Leverkusen (13.),3:0
5,(14.) Augsburg,Hannover (16.),2:0
