spieltag,home,away,result
1,Braunschweig,Bremen,2:0
1,Dortmund,Düsseldorf,1:2
1,Duisburg,RW Essen,2:0
1,Hamburg,Hannover,2:1
1,K'lautern,Karlsruhe,3:1
1,Köln,TSV 1860,2:0
1,Bayern,Frankfurt,1:2
1,Schalke,M'gladbach,0:0
1,Stuttgart,Nürnberg,1:0
2,(18.) Bremen,Stuttgart (8.),1:2
2,(2.) Düsseldorf,Bayern (13.),0:0
2,(15.) RW Essen,Schalke (10.),4:1
2,(3.) Frankfurt,Köln (6.),4:0
2,(11.) Hannover,Dortmund (12.),2:0
2,(14.) Karlsruhe,Hamburg (4.),1:1
2,(9.) M'gladbach,K'lautern (1.),1:1
2,(16.) TSV 1860,Braunschweig (5.),2:1
2,(17.) Nürnberg,Duisburg (7.),3:1
3,(7.) Braunschweig,Köln (13.),1:0
3,(17.) Dortmund,Karlsruhe (14.),2:1
3,(10.) Duisburg,Bremen (18.),1:0
3,(4.) Düsseldorf,Frankfurt (1.),2:4
3,(5.) Hamburg,M'gladbach (11.),2:0
3,(3.) K'lautern,RW Essen (9.),5:2
3,(15.) Bayern,Hannover (6.),0:0
3,(16.) Schalke,Nürnberg (8.),1:0
3,(2.) Stuttgart,TSV 1860 (12.),2:0
4,(2.) Frankfurt,Braunschweig (5.),0:1
4,(18.) Bremen,Schalke (9.),2:1
4,(11.) RW Essen,Hamburg (3.),1:1
4,(7.) Hannover,Düsseldorf (8.),0:2
4,(17.) Karlsruhe,Bayern (13.),1:6
4,(14.) Köln,Stuttgart (1.),3:1
4,(16.) M'gladbach,Dortmund (12.),4:0
4,(15.) TSV 1860,Duisburg (6.),3:3
4,(10.) Nürnberg,K'lautern (4.),1:2
5,(17.) Dortmund,RW Essen (11.),0:0
5,(7.) Duisburg,Köln (10.),1:0
5,(6.) Düsseldorf,Karlsruhe (18.),1:0
5,(4.) Hamburg,Nürnberg (15.),0:1
5,(12.) Hannover,Frankfurt (2.),2:1
5,(1.) K'lautern,Bremen (16.),2:0
5,(8.) Bayern,M'gladbach (9.),4:3
5,(14.) Schalke,TSV 1860 (13.),1:0
5,(5.) Stuttgart,Braunschweig (3.),1:2
6,(2.) Braunschweig,Duisburg (4.),0:0
6,(17.) Bremen,Hamburg (7.),5:1
6,(13.) RW Essen,Bayern (5.),3:1
6,(6.) Frankfurt,Stuttgart (8.),4:0
6,(18.) Karlsruhe,Hannover (9.),0:0
6,(14.) Köln,Schalke (10.),2:1
6,(11.) M'gladbach,Düsseldorf (3.),3:1
6,(15.) TSV 1860,K'lautern (1.),3:0
6,(12.) Nürnberg,Dortmund (16.),2:0
7,(17.) Dortmund,Bremen (16.),2:0
7,(4.) Duisburg,Stuttgart (13.),0:0
7,(5.) Düsseldorf,RW Essen (9.),2:0
7,(12.) Hamburg,TSV 1860 (14.),3:2
7,(10.) Hannover,M'gladbach (7.),1:1
7,(2.) K'lautern,Köln (11.),0:0
7,(18.) Karlsruhe,Frankfurt (3.),3:2
7,(8.) Bayern,Nürnberg (6.),0:1
7,(15.) Schalke,Braunschweig (1.),0:0
8,(1.) Braunschweig,K'lautern (2.),2:0
8,(17.) Bremen,Bayern (12.),4:1
8,(13.) RW Essen,Hannover (9.),3:0
8,(5.) Frankfurt,Duisburg (3.),1:0
8,(10.) Köln,Hamburg (7.),0:0
8,(8.) M'gladbach,Karlsruhe (18.),3:1
8,(15.) TSV 1860,Dortmund (16.),1:2
8,(6.) Nürnberg,Düsseldorf (4.),4:2
8,(11.) Stuttgart,Schalke (14.),1:1
9,(14.) Dortmund,Köln (10.),6:1
9,(7.) Düsseldorf,Bremen (15.),0:1
9,(8.) Hamburg,Braunschweig (1.),1:0
9,(12.) Hannover,Nürnberg (3.),2:0
9,(4.) K'lautern,Stuttgart (11.),3:3
9,(18.) Karlsruhe,RW Essen (9.),0:1
9,(5.) M'gladbach,Frankfurt (2.),0:0
9,(16.) Bayern,TSV 1860 (17.),3:0
9,(13.) Schalke,Duisburg (6.),2:1
10,(1.) Braunschweig,Dortmund (8.),3:1
10,(15.) Bremen,Hannover (11.),3:0
10,(9.) Duisburg,K'lautern (3.),1:1
10,(7.) RW Essen,M'gladbach (5.),2:1
10,(2.) Frankfurt,Schalke (12.),4:2
10,(16.) Köln,Bayern (14.),2:4
10,(17.) TSV 1860,Düsseldorf (10.),3:0
10,(6.) Nürnberg,Karlsruhe (18.),2:2
10,(13.) Stuttgart,Hamburg (4.),1:3
11,(11.) Dortmund,Stuttgart (14.),1:1
11,(12.) Düsseldorf,Köln (16.),1:3
11,(4.) RW Essen,Frankfurt (2.),1:1
11,(3.) Hamburg,Duisburg (10.),0:0
11,(15.) Hannover,TSV 1860 (17.),2:2
11,(5.) K'lautern,Schalke (13.),1:0
11,(18.) Karlsruhe,Bremen (7.),4:4
11,(8.) M'gladbach,Nürnberg (6.),2:0
11,(9.) Bayern,Braunschweig (1.),2:0
